scorer,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker
bodyparts,Snout,Snout,Snout,Snout,Snout,Snout,EarL,EarL,EarL,EarL,EarL,EarL,EarR,EarR,EarR,EarR,EarR,EarR,SpineF,SpineF,SpineF,SpineF,SpineF,SpineF,SpineM,SpineM,SpineM,SpineM,SpineM,SpineM,Tailbase,Tailbase,Tailbase,Tailbase,Tailbase,Tailbase,ForShdL,ForShdL,ForShdL,ForShdL,ForShdL,ForShdL,ForepawL,ForepawL,ForepawL,ForepawL,ForepawL,ForepawL,ForeShdR,ForeShdR,ForeShdR,ForeShdR,ForeShdR,ForeShdR,ForepawR,ForepawR,ForepawR,ForepawR,ForepawR,ForepawR,HindShdL,HindShdL,HindShdL,HindShdL,HindShdL,HindShdL,HindpawL,HindpawL,HindpawL,HindpawL,HindpawL,HindpawL,HindShdR,HindShdR,HindShdR,HindShdR,HindShdR,HindShdR,HindpawR,HindpawR,HindpawR,HindpawR,HindpawR,HindpawR
coords,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var,x,y,z,x_posterior_var,y_posterior_var,z_posterior_var
0,-0.104676366,0.13820189,1.2603815,2.1354676e-07,1.2262058e-07,4.9041114e-07,-0.116858125,0.1453164,1.0494007,1.7170589e-07,1.0540842e-07,6.685518e-07,-0.1404121,0.1564811,0.9942512,1.6692093e-07,8.2863025e-08,8.5054035e-07,-0.13147584,0.133105,1.0995194,2.0595705e-07,1.0794932e-07,5.196139e-07,-0.1868295,0.12791789,1.1091766,2.0381958e-07,1.0929928e-07,4.7530682e-07,-0.2772842,0.13464035,1.040738,1.2035468e-07,5.4910345e-08,1.2351632e-07,-0.18118387,0.15394962,1.0877049,3.2250432e-07,1.2822568e-07,2.77219e-07,-0.12445175,0.2040565,1.0135345,2.2657417e-07,1.320161e-07,5.6287354e-07,-0.216583,0.15666905,1.020519,9.4178927e-07,2.025655e-07,3.3484093e-07,-0.15046215,0.20704487,0.9991908,2.7519303e-07,1.8707642e-07,6.733585e-07,-0.34009868,0.09560415,1.0546771,9.839911e-07,3.413786e-07,5.942579e-07,-0.41366494,0.09218039,1.1012323,5.6217726e-07,2.3558613e-07,6.8261215e-07,-0.21149147,0.16065179,1.020587,6.5168797e-07,1.6271827e-07,5.9072136e-07,-0.19418727,0.19497362,1.0694051,2.4157063e-07,1.1220277e-07,7.4606487e-07
1,-0.12829167,0.13553491,1.2531941,3.7126853e-07,1.0965017e-07,3.6158002e-07,-0.11320335,0.1448735,1.050995,1.507923e-07,7.896372e-08,5.3356587e-07,-0.1347784,0.15731852,0.9957369,1.5144862e-07,6.227511e-08,7.070246e-07,-0.13725741,0.13393411,1.0973669,2.1744049e-07,8.5146645e-08,4.1843407e-07,-0.19107525,0.1257346,1.101277,1.8742594e-07,8.501476e-08,3.9307616e-07,-0.27829117,0.13476555,1.0395144,9.4705726e-08,4.518367e-08,1.13262786e-07,-0.20198399,0.15327829,1.0856442,3.8546918e-07,1.07905294e-07,2.4869718e-07,-0.1283794,0.20393369,1.0134107,1.6575078e-07,9.110747e-08,4.7659034e-07,-0.21254414,0.15700789,1.0199404,7.4087785e-07,1.7610631e-07,3.1183458e-07,-0.1640717,0.20337294,0.9982293,3.8934064e-07,1.8530308e-07,5.850592e-07,-0.33404595,0.097411215,1.0561934,7.479803e-07,2.762994e-07,5.125505e-07,-0.4084476,0.09286675,1.1033522,4.4130653e-07,1.9075702e-07,5.2483284e-07,-0.21201761,0.16071199,1.0201943,4.812964e-07,1.4001563e-07,5.2232804e-07,-0.19229099,0.1947799,1.0703378,1.7778488e-07,8.259051e-08,5.7660577e-07
2,-0.11200623,0.13823852,1.2417189,2.7819698e-07,9.38719e-08,2.9188706e-07,-0.12145943,0.14205834,1.056965,1.5546532e-07,7.198387e-08,4.2945976e-07,-0.13322826,0.15680932,0.997563,1.5314552e-07,5.4882463e-08,6.070013e-07,-0.13081752,0.13582069,1.0932729,1.8954714e-07,7.367884e-08,3.6787185e-07,-0.18321912,0.12456374,1.0894256,1.9171426e-07,7.851837e-08,3.518037e-07,-0.28154728,0.13452972,1.0373052,8.887058e-08,3.9974648e-08,1.0493639e-07,-0.16767108,0.15537311,1.0826896,2.4810663e-07,9.075546e-08,2.284261e-07,-0.122196004,0.20431587,1.012845,1.7104247e-07,8.3929955e-08,4.1976267e-07,-0.20345107,0.1576755,1.0188146,6.3396936e-07,1.5499319e-07,2.9299235e-07,-0.17001419,0.20083764,0.99741274,5.612203e-07,1.9552787e-07,5.19492e-07,-0.32152936,0.100080214,1.0576563,6.851151e-07,2.410606e-07,4.5849396e-07,-0.38953683,0.09489327,1.1041087,4.5644157e-07,1.777609e-07,5.1684833e-07,-0.2114298,0.16082463,1.0197123,3.8051272e-07,1.2307329e-07,4.6810146e-07,-0.19208442,0.19250017,1.0738684,1.9136448e-07,7.26057e-08,4.357123e-07
3,-0.09428969,0.14252658,1.2225455,2.3036057e-07,7.9955825e-08,2.383862e-07,-0.12455975,0.14063296,1.0591316,1.5853401e-07,7.338034e-08,3.7176412e-07,-0.1398793,0.15509501,0.99999076,1.467458e-07,5.262092e-08,5.294688e-07,-0.1285988,0.13767181,1.0880538,1.8257532e-07,6.8697645e-08,3.3874377e-07,-0.17608315,0.12388624,1.0819598,1.7890282e-07,7.241613e-08,3.052074e-07,-0.283737,0.1345584,1.0342519,9.484475e-08,3.7661316e-08,9.82004e-08,-0.18220426,0.15567118,1.07877,3.5416758e-07,8.701959e-08,2.1335282e-07,-0.12933789,0.2024639,1.0137851,1.5797804e-07,7.891759e-08,3.729166e-07,-0.19308053,0.15876187,1.0176107,5.468315e-07,1.3638305e-07,2.766049e-07,-0.1645067,0.20253083,0.9965535,2.944928e-07,1.5472325e-07,4.690894e-07,-0.29797375,0.099741094,1.0515792,7.4041566e-07,2.3414013e-07,4.3871188e-07,-0.37728947,0.0920935,1.0834764,4.1424508e-07,1.6799227e-07,5.340792e-07,-0.21825954,0.16050738,1.0190772,5.4676764e-07,1.146376e-07,4.243813e-07,-0.19104654,0.1883282,1.0801919,1.6890701e-07,6.436938e-08,2.9583208e-07
4,-0.099700056,0.14504282,1.2114958,2.3349398e-07,8.0769084e-08,2.5117197e-07,-0.14702065,0.13772094,1.0556948,2.9250361e-07,8.867511e-08,3.4448536e-07,-0.13435584,0.15390298,0.99388003,1.690498e-07,5.668616e-08,5.108917e-07,-0.13049112,0.13839158,1.0810605,1.7313864e-07,6.591461e-08,3.2278496e-07,-0.17958193,0.12282644,1.0754122,1.7099501e-07,7.130072e-08,2.8474935e-07,-0.28279346,0.13456973,1.030269,8.979899e-08,3.5879644e-08,9.266765e-08,-0.19240981,0.15570888,1.0732222,3.5802452e-07,8.2365155e-08,2.0337274e-07,-0.13538724,0.20126802,1.015579,1.5954649e-07,7.8855e-08,3.3850787e-07,-0.18153012,0.16026366,1.0164034,4.4278303e-07,1.1906852e-07,2.621561e-07,-0.1593637,0.2019574,0.9957323,3.703641e-07,1.5495206e-07,4.2896033e-07,-0.29160967,0.09816982,1.045094,6.173107e-07,2.217319e-07,4.224416e-07,-0.3781455,0.08650007,1.0480245,3.47929e-07,1.5821723e-07,5.4536645e-07,-0.21939166,0.16059363,1.0183438,5.3632215e-07,1.0573572e-07,3.8822043e-07,-0.19454058,0.18593422,1.0810466,1.8711927e-07,6.789982e-08,2.638057e-07
5,-0.09978805,0.14792873,1.1946852,2.1719154e-07,8.262095e-08,2.77553e-07,-0.12540136,0.13868684,1.049423,1.6552882e-07,7.7705955e-08,3.2529096e-07,-0.13498338,0.1541711,0.9917352,4.5607885e-07,6.522645e-08,4.997701e-07,-0.12630545,0.13884433,1.0719386,1.680802e-07,6.5282464e-08,3.20598e-07,-0.21024787,0.11990073,1.0701385,1.8889713e-07,7.4768835e-08,2.6670182e-07,-0.28762022,0.133864,1.0250217,9.47594e-08,3.542673e-08,8.810598e-08,-0.15458667,0.15788174,1.0660166,2.390584e-07,7.459441e-08,1.9862496e-07,-0.14539109,0.2005671,1.0159106,1.9217278e-07,8.447811e-08,3.161605e-07,-0.17788835,0.1620199,1.0152038,4.4640615e-07,1.0545699e-07,2.493673e-07,-0.15292321,0.20439747,0.9935692,2.315428e-07,1.313517e-07,4.080897e-07,-0.2795968,0.097968265,1.0393578,6.787337e-07,2.1964426e-07,4.114187e-07,-0.3747915,0.085243136,1.0348605,3.2721886e-07,1.5224234e-07,5.2811157e-07,-0.21807763,0.1609089,1.0174724,5.2194514e-07,9.727094e-08,3.5706995e-07,-0.21167278,0.18568565,1.0754697,4.353529e-07,8.7866695e-08,3.196115e-07
6,-0.11581032,0.15037057,1.1620966,2.6783724e-07,9.2283926e-08,3.0873656e-07,-0.1355733,0.1379171,1.0366958,2.1608332e-07,8.210379e-08,3.1410485e-07,-0.116310164,0.15587318,0.9899188,1.6948812e-07,5.673072e-08,4.8801166e-07,-0.12084596,0.13937043,1.0604705,1.70667e-07,6.7520915e-08,3.2881985e-07,-0.22525333,0.117776476,1.0594921,2.8659545e-07,8.607989e-08,2.6375267e-07,-0.28686786,0.13346657,1.0188974,9.96222e-08,3.5251656e-08,8.442306e-08,-0.13731492,0.15859233,1.0577587,1.9040178e-07,7.047054e-08,1.9689642e-07,-0.13821135,0.2019378,1.0115895,1.6337981e-07,8.195581e-08,3.0911542e-07,-0.17035174,0.16426647,1.0139272,3.693466e-07,9.0886104e-08,2.3823841e-07,-0.1462947,0.20298482,0.98931426,5.090798e-07,1.6690193e-07,3.9710025e-07,-0.2774928,0.09676833,1.0332448,5.8961126e-07,2.1215098e-07,4.0198213e-07,-0.35610986,0.08480025,1.0147045,3.4092346e-07,1.5806685e-07,5.9537416e-07,-0.21881397,0.16136396,1.0164301,5.779905e-07,8.915168e-08,3.2878614e-07,-0.18796213,0.18741679,1.0569485,3.38861e-07,9.089158e-08,3.6152773e-07
7,-0.1008549,0.15525651,1.1080246,3.43593e-07,1.0691015e-07,3.682082e-07,-0.12306773,0.13991529,1.0167983,1.7464876e-07,7.766084e-08,3.0825004e-07,-0.10929772,0.15708815,0.98880845,1.6205716e-07,5.2946834e-08,4.7334322e-07,-0.12229438,0.13906822,1.0496413,2.295341e-07,7.413679e-08,3.380515e-07,-0.21457209,0.11614155,1.0371501,3.4934902e-07,9.1357755e-08,2.6834957e-07,-0.2717946,0.13375631,1.0117298,9.036583e-08,3.4371695e-08,8.148631e-08,-0.13823488,0.15547942,1.0485492,2.1388206e-07,7.519202e-08,1.98135e-07,-0.1223928,0.20212643,1.0015317,2.1791482e-07,9.524916e-08,3.1722297e-07,-0.14818984,0.1669807,1.0116094,1.907784e-07,7.5550474e-08,2.3009628e-07,-0.12561087,0.206209,0.9849092,2.299683e-07,1.2996827e-07,3.8843058e-07,-0.2672634,0.09662852,1.027181,6.512988e-07,2.1264229e-07,3.9536414e-07,-0.33183813,0.08778335,1.0081701,4.2289156e-07,1.7075882e-07,6.6028156e-07,-0.21456116,0.16222143,1.0152336,4.940328e-07,7.8738026e-08,3.015161e-07,-0.18538512,0.1876736,1.0397733,2.632292e-07,8.5754536e-08,3.6241244e-07
